A_SECTOR,SHELF,AIMS_REEF_NAME,REEF_NAME,FULLREEF_ID,REPORT_YEAR,VISIT_NO,REEF_LAT,REEF_LONG,OPENORCLOSED,OPENORCLOSED_AFTER2004,MP_ZONE,NEW_ZONE_2004,SITE_NO,TRANSECT_NO,BLEACHING_PERHC,WHITESYNDROME,SEB_DISEASE,BROWNB_DISEASE,BLACKBAND,AN,U_SCAR
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2019,27,-16.925,145.9833333,O,O,HP/CP,Conservation Park,2,1,0,0,0,0,0,0,0
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2019,27,-16.925,145.9833333,O,O,HP/CP,Conservation Park,2,2,0,0,0,0,0,0,0
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2019,27,-16.925,145.9833333,O,O,HP/CP,Conservation Park,2,3,0,0,0,0,0,0,2
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2019,27,-16.925,145.9833333,O,O,HP/CP,Conservation Park,2,4,0+,0,0,0,0,0,0
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2019,27,-16.925,145.9833333,O,O,HP/CP,Conservation Park,2,5,0,0,0,0,0,0,0
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2019,27,-16.925,145.9833333,O,O,HP/CP,Conservation Park,3,1,0,0,0,0,0,0,1
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2019,27,-16.925,145.9833333,O,O,HP/CP,Conservation Park,3,2,0+,0,0,0,0,0,1
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2019,27,-16.925,145.9833333,O,O,HP/CP,Conservation Park,3,3,0+,0,0,0,0,0,0
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2019,27,-16.925,145.9833333,O,O,HP/CP,Conservation Park,3,4,0,0,0,0,0,0,1
CA,I,Fitzroy Island,FITZROY ISLAND REEF,16054S,2019,27,-16.925,145.9833333,O,O,HP/CP,Conservation Park,3,5,0,0,0,0,0,0,0
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2019,27,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,1,1,0,0,0,1,0,0,0
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2019,27,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,1,2,0,0,0,0,0,0,0
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2019,27,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,1,3,0,1,0,0,0,0,0
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2019,27,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,1,4,0,0,0,0,0,0,0
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2019,27,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,1,5,0,1,0,1,0,0,0
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2019,27,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,2,1,0,0,1,0,0,0,0
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2019,27,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,2,2,0,1,0,0,0,0,1
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2019,27,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,2,3,0,0,1,0,0,0,0
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2019,27,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,2,4,0,0,0,0,0,0,0
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2019,27,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,2,5,0,2,0,1,0,0,0
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2019,27,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,3,1,0,2,0,0,0,0,1
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2019,27,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,3,2,0,2,0,0,0,0,0
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2019,27,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,3,3,0,5,0,1,0,0,0
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2019,27,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,3,4,0,2,0,0,0,0,1
SW,M,Gannet Cay,GANNETT CAY REEF,21556S,2019,27,-21.98333333,152.475,C,C,MNPB/SC,Marine National Park,3,5,0,2,0,0,0,0,0
CA,I,Green Island,GREEN ISLAND REEF,16049S,2019,27,-16.75833333,145.98,C,C,NP/BZ,Scientific Research,1,1,0+,0,0,0,0,0,0
CA,I,Green Island,GREEN ISLAND REEF,16049S,2019,27,-16.75833333,145.98,C,C,NP/BZ,Scientific Research,1,2,0+,0,0,1,0,0,0
CA,I,Green Island,GREEN ISLAND REEF,16049S,2019,27,-16.75833333,145.98,C,C,NP/BZ,Scientific Research,1,3,0+,0,0,0,0,0,0
CA,I,Green Island,GREEN ISLAND REEF,16049S,2019,27,-16.75833333,145.98,C,C,NP/BZ,Scientific Research,1,4,0,0,0,0,0,0,1
CA,I,Green Island,GREEN ISLAND REEF,16049S,2019,27,-16.75833333,145.98,C,C,NP/BZ,Scientific Research,1,5,0,1,0,0,0,0,0
CA,I,Green Island,GREEN ISLAND REEF,16049S,2019,27,-16.75833333,145.98,C,C,NP/BZ,Scientific Research,2,1,0+,0,0,0,0,0,0
CA,I,Green Island,GREEN ISLAND REEF,16049S,2019,27,-16.75833333,145.98,C,C,NP/BZ,Scientific Research,2,2,0+,0,0,0,0,0,1
CA,I,Green Island,GREEN ISLAND REEF,16049S,2019,27,-16.75833333,145.98,C,C,NP/BZ,Scientific Research,2,3,0+,0,0,0,0,0,1
CA,I,Green Island,GREEN ISLAND REEF,16049S,2019,27,-16.75833333,145.98,C,C,NP/BZ,Scientific Research,2,4,0+,0,0,0,0,0,0
CA,I,Green Island,GREEN ISLAND REEF,16049S,2019,27,-16.75833333,145.98,C,C,NP/BZ,Scientific Research,2,5,0,0,0,0,0,0,0
CA,I,Green Island,GREEN ISLAND REEF,16049S,2019,27,-16.75833333,145.98,C,C,NP/BZ,Scientific Research,3,1,0,0,0,0,0,0,0
CA,I,Green Island,GREEN ISLAND REEF,16049S,2019,27,-16.75833333,145.98,C,C,NP/BZ,Scientific Research,3,2,0,0,0,0,0,0,0
CA,I,Green Island,GREEN ISLAND REEF,16049S,2019,27,-16.75833333,145.98,C,C,NP/BZ,Scientific Research,3,3,0,0,0,0,0,0,0
CA,I,Green Island,GREEN ISLAND REEF,16049S,2019,27,-16.75833333,145.98,C,C,NP/BZ,Scientific Research,3,4,0+,0,0,0,0,0,0
CA,I,Green Island,GREEN ISLAND REEF,16049S,2019,27,-16.75833333,145.98,C,C,NP/BZ,Scientific Research,3,5,0,0,0,0,0,0,0
CA,M,Hastings Reef,HASTINGS REEF,16057S,2019,27,-16.51666667,146.0166667,C,C,NP/BZ/HP,Marine National Park,1,1,0,0,0,0,0,0,2
CA,M,Hastings Reef,HASTINGS REEF,16057S,2019,27,-16.51666667,146.0166667,C,C,NP/BZ/HP,Marine National Park,1,2,0+,1,0,0,0,0,0
CA,M,Hastings Reef,HASTINGS REEF,16057S,2019,27,-16.51666667,146.0166667,C,C,NP/BZ/HP,Marine National Park,1,3,0,0,0,0,0,0,0
CA,M,Hastings Reef,HASTINGS REEF,16057S,2019,27,-16.51666667,146.0166667,C,C,NP/BZ/HP,Marine National Park,1,4,0,0,0,0,0,0,0
CA,M,Hastings Reef,HASTINGS REEF,16057S,2019,27,-16.51666667,146.0166667,C,C,NP/BZ/HP,Marine National Park,1,5,0,0,0,0,0,0,0
CA,M,Hastings Reef,HASTINGS REEF,16057S,2019,27,-16.51666667,146.0166667,C,C,NP/BZ/HP,Marine National Park,2,1,0,1,0,0,0,0,1
CA,M,Hastings Reef,HASTINGS REEF,16057S,2019,27,-16.51666667,146.0166667,C,C,NP/BZ/HP,Marine National Park,2,2,0,1,0,0,0,0,0
CA,M,Hastings Reef,HASTINGS REEF,16057S,2019,27,-16.51666667,146.0166667,C,C,NP/BZ/HP,Marine National Park,2,3,0,0,0,0,0,0,0
CA,M,Hastings Reef,HASTINGS REEF,16057S,2019,27,-16.51666667,146.0166667,C,C,NP/BZ/HP,Marine National Park,2,4,0,0,0,0,0,0,0
CA,M,Hastings Reef,HASTINGS REEF,16057S,2019,27,-16.51666667,146.0166667,C,C,NP/BZ/HP,Marine National Park,2,5,0,0,0,0,0,0,1
CA,M,Hastings Reef,HASTINGS REEF,16057S,2019,27,-16.51666667,146.0166667,C,C,NP/BZ/HP,Marine National Park,3,1,0,0,0,0,0,0,1
CA,M,Hastings Reef,HASTINGS REEF,16057S,2019,27,-16.51666667,146.0166667,C,C,NP/BZ/HP,Marine National Park,3,2,0,3,0,0,0,0,2
CA,M,Hastings Reef,HASTINGS REEF,16057S,2019,27,-16.51666667,146.0166667,C,C,NP/BZ/HP,Marine National Park,3,3,0,5,0,0,0,0,0
CA,M,Hastings Reef,HASTINGS REEF,16057S,2019,27,-16.51666667,146.0166667,C,C,NP/BZ/HP,Marine National Park,3,4,0,1,0,1,0,0,2
CA,M,Hastings Reef,HASTINGS REEF,16057S,2019,27,-16.51666667,146.0166667,C,C,NP/BZ/HP,Marine National Park,3,5,0,0,0,0,0,0,1
TO,I,Havannah Island,HAVANNAH REEF,18065S,2019,27,-18.85,146.5416667,O,O,GUA,Habitat Protection,1,1,0,0,0,0,0,0,0
TO,I,Havannah Island,HAVANNAH REEF,18065S,2019,27,-18.85,146.5416667,O,O,GUA,Habitat Protection,1,2,0,0,0,0,0,0,0
TO,I,Havannah Island,HAVANNAH REEF,18065S,2019,27,-18.85,146.5416667,O,O,GUA,Habitat Protection,1,3,0,0,0,0,0,0,1
TO,I,Havannah Island,HAVANNAH REEF,18065S,2019,27,-18.85,146.5416667,O,O,GUA,Habitat Protection,1,4,0,0,0,0,0,0,0
TO,I,Havannah Island,HAVANNAH REEF,18065S,2019,27,-18.85,146.5416667,O,O,GUA,Habitat Protection,1,5,0,0,0,0,0,0,0
TO,I,Havannah Island,HAVANNAH REEF,18065S,2019,27,-18.85,146.5416667,O,O,GUA,Habitat Protection,2,1,0,0,0,0,0,0,0
TO,I,Havannah Island,HAVANNAH REEF,18065S,2019,27,-18.85,146.5416667,O,O,GUA,Habitat Protection,2,2,0,0,0,0,0,0,0
TO,I,Havannah Island,HAVANNAH REEF,18065S,2019,27,-18.85,146.5416667,O,O,GUA,Habitat Protection,2,3,0,0,0,0,0,0,0
TO,I,Havannah Island,HAVANNAH REEF,18065S,2019,27,-18.85,146.5416667,O,O,GUA,Habitat Protection,2,4,0,0,0,0,0,0,0
TO,I,Havannah Island,HAVANNAH REEF,18065S,2019,27,-18.85,146.5416667,O,O,GUA,Habitat Protection,2,5,0,0,0,0,0,0,0
TO,I,Havannah Island,HAVANNAH REEF,18065S,2019,27,-18.85,146.5416667,O,O,GUA,Habitat Protection,3,1,0,0,0,2,0,0,0
TO,I,Havannah Island,HAVANNAH REEF,18065S,2019,27,-18.85,146.5416667,O,O,GUA,Habitat Protection,3,2,0,2,0,0,0,0,0
TO,I,Havannah Island,HAVANNAH REEF,18065S,2019,27,-18.85,146.5416667,O,O,GUA,Habitat Protection,3,3,0,1,0,0,0,0,0
TO,I,Havannah Island,HAVANNAH REEF,18065S,2019,27,-18.85,146.5416667,O,O,GUA,Habitat Protection,3,4,0,0,0,0,0,0,0
TO,I,Havannah Island,HAVANNAH REEF,18065S,2019,27,-18.85,146.5416667,O,O,GUA,Habitat Protection,3,5,0,0,0,0,0,0,0
WH,I,Hayman Island,HAYMAN ISLAND REEF,20014S,2019,27,-20.06666667,148.8916667,O,O,MNPA,Conservation Park,1,1,0,0,0,0,0,0,0
WH,I,Hayman Island,HAYMAN ISLAND REEF,20014S,2019,27,-20.06666667,148.8916667,O,O,MNPA,Conservation Park,1,2,0,0,0,0,0,0,0
WH,I,Hayman Island,HAYMAN ISLAND REEF,20014S,2019,27,-20.06666667,148.8916667,O,O,MNPA,Conservation Park,1,3,0,0,0,0,0,0,0
WH,I,Hayman Island,HAYMAN ISLAND REEF,20014S,2019,27,-20.06666667,148.8916667,O,O,MNPA,Conservation Park,1,4,0,0,0,0,0,0,0
WH,I,Hayman Island,HAYMAN ISLAND REEF,20014S,2019,27,-20.06666667,148.8916667,O,O,MNPA,Conservation Park,1,5,0,0,0,0,0,0,0
WH,I,Hayman Island,HAYMAN ISLAND REEF,20014S,2019,27,-20.06666667,148.8916667,O,O,MNPA,Conservation Park,2,1,0,0,0,0,0,0,0
WH,I,Hayman Island,HAYMAN ISLAND REEF,20014S,2019,27,-20.06666667,148.8916667,O,O,MNPA,Conservation Park,2,2,0,0,0,0,0,0,1
WH,I,Hayman Island,HAYMAN ISLAND REEF,20014S,2019,27,-20.06666667,148.8916667,O,O,MNPA,Conservation Park,2,3,0,0,0,0,0,0,1
WH,I,Hayman Island,HAYMAN ISLAND REEF,20014S,2019,27,-20.06666667,148.8916667,O,O,MNPA,Conservation Park,2,4,0,0,0,0,0,0,0
WH,I,Hayman Island,HAYMAN ISLAND REEF,20014S,2019,27,-20.06666667,148.8916667,O,O,MNPA,Conservation Park,2,5,0,0,0,0,0,0,0
WH,I,Hayman Island,HAYMAN ISLAND REEF,20014S,2019,27,-20.06666667,148.8916667,O,O,MNPA,Conservation Park,3,1,0,0,0,0,0,0,0
WH,I,Hayman Island,HAYMAN ISLAND REEF,20014S,2019,27,-20.06666667,148.8916667,O,O,MNPA,Conservation Park,3,2,0,0,0,0,0,0,0
WH,I,Hayman Island,HAYMAN ISLAND REEF,20014S,2019,27,-20.06666667,148.8916667,O,O,MNPA,Conservation Park,3,3,0+,0,0,0,0,0,0
WH,I,Hayman Island,HAYMAN ISLAND REEF,20014S,2019,27,-20.06666667,148.8916667,O,O,MNPA,Conservation Park,3,4,0,0,0,0,0,0,0
WH,I,Hayman Island,HAYMAN ISLAND REEF,20014S,2019,27,-20.06666667,148.8916667,O,O,MNPA,Conservation Park,3,5,0,0,0,0,0,0,1
SW,M,Horseshoe Reef,HORSESHOE,22104S,2019,27,-22.03333333,152.5916667,O,O,GUB,Habitat Protection,1,1,0,0,0,0,0,0,0
SW,M,Horseshoe Reef,HORSESHOE,22104S,2019,27,-22.03333333,152.5916667,O,O,GUB,Habitat Protection,1,2,0,0,0,0,0,0,0
SW,M,Horseshoe Reef,HORSESHOE,22104S,2019,27,-22.03333333,152.5916667,O,O,GUB,Habitat Protection,1,3,0,0,0,0,0,0,0
SW,M,Horseshoe Reef,HORSESHOE,22104S,2019,27,-22.03333333,152.5916667,O,O,GUB,Habitat Protection,1,4,0,0,0,0,0,0,0
SW,M,Horseshoe Reef,HORSESHOE,22104S,2019,27,-22.03333333,152.5916667,O,O,GUB,Habitat Protection,1,5,0,0,1,0,0,0,0
SW,M,Horseshoe Reef,HORSESHOE,22104S,2019,27,-22.03333333,152.5916667,O,O,GUB,Habitat Protection,2,1,0,0,0,0,0,0,0
SW,M,Horseshoe Reef,HORSESHOE,22104S,2019,27,-22.03333333,152.5916667,O,O,GUB,Habitat Protection,2,2,0,0,0,0,0,0,1
SW,M,Horseshoe Reef,HORSESHOE,22104S,2019,27,-22.03333333,152.5916667,O,O,GUB,Habitat Protection,2,3,0,0,0,0,0,0,0
SW,M,Horseshoe Reef,HORSESHOE,22104S,2019,27,-22.03333333,152.5916667,O,O,GUB,Habitat Protection,2,4,0,0,0,0,0,0,1
SW,M,Horseshoe Reef,HORSESHOE,22104S,2019,27,-22.03333333,152.5916667,O,O,GUB,Habitat Protection,2,5,0,1,0,0,0,0,1
SW,M,Horseshoe Reef,HORSESHOE,22104S,2019,27,-22.03333333,152.5916667,O,O,GUB,Habitat Protection,3,1,0,0,0,0,0,0,0
SW,M,Horseshoe Reef,HORSESHOE,22104S,2019,27,-22.03333333,152.5916667,O,O,GUB,Habitat Protection,3,2,0,0,0,0,0,0,0
SW,M,Horseshoe Reef,HORSESHOE,22104S,2019,27,-22.03333333,152.5916667,O,O,GUB,Habitat Protection,3,3,0,0,0,0,0,0,0
SW,M,Horseshoe Reef,HORSESHOE,22104S,2019,27,-22.03333333,152.5916667,O,O,GUB,Habitat Protection,3,4,0,0,0,0,0,0,1
SW,M,Horseshoe Reef,HORSESHOE,22104S,2019,27,-22.03333333,152.5916667,O,O,GUB,Habitat Protection,3,5,0,0,0,0,0,0,0
WH,O,Hyde Reef,HYDE REEF,19207S,2019,27,-19.75833333,150.0916667,O,O,GUB,Habitat Protection,1,1,0,0,0,0,0,0,1
WH,O,Hyde Reef,HYDE REEF,19207S,2019,27,-19.75833333,150.0916667,O,O,GUB,Habitat Protection,1,2,0,0,0,0,0,0,0
WH,O,Hyde Reef,HYDE REEF,19207S,2019,27,-19.75833333,150.0916667,O,O,GUB,Habitat Protection,1,3,0,0,0,0,0,0,0
WH,O,Hyde Reef,HYDE REEF,19207S,2019,27,-19.75833333,150.0916667,O,O,GUB,Habitat Protection,1,4,0,1,0,0,0,0,0
WH,O,Hyde Reef,HYDE REEF,19207S,2019,27,-19.75833333,150.0916667,O,O,GUB,Habitat Protection,1,5,0,0,0,0,0,0,1
WH,O,Hyde Reef,HYDE REEF,19207S,2019,27,-19.75833333,150.0916667,O,O,GUB,Habitat Protection,2,1,0,0,0,0,0,0,0
WH,O,Hyde Reef,HYDE REEF,19207S,2019,27,-19.75833333,150.0916667,O,O,GUB,Habitat Protection,2,2,0,0,0,0,0,0,0
WH,O,Hyde Reef,HYDE REEF,19207S,2019,27,-19.75833333,150.0916667,O,O,GUB,Habitat Protection,2,3,0,0,0,0,0,0,0
WH,O,Hyde Reef,HYDE REEF,19207S,2019,27,-19.75833333,150.0916667,O,O,GUB,Habitat Protection,2,4,0,0,0,0,0,0,0
WH,O,Hyde Reef,HYDE REEF,19207S,2019,27,-19.75833333,150.0916667,O,O,GUB,Habitat Protection,2,5,0,0,0,0,0,0,0
WH,O,Hyde Reef,HYDE REEF,19207S,2019,27,-19.75833333,150.0916667,O,O,GUB,Habitat Protection,3,1,0+,0,0,0,0,0,0
WH,O,Hyde Reef,HYDE REEF,19207S,2019,27,-19.75833333,150.0916667,O,O,GUB,Habitat Protection,3,2,0,0,0,0,0,0,0
WH,O,Hyde Reef,HYDE REEF,19207S,2019,27,-19.75833333,150.0916667,O,O,GUB,Habitat Protection,3,3,0,0,0,0,0,0,0
WH,O,Hyde Reef,HYDE REEF,19207S,2019,27,-19.75833333,150.0916667,O,O,GUB,Habitat Protection,3,4,0,0,0,0,0,0,0
WH,O,Hyde Reef,HYDE REEF,19207S,2019,27,-19.75833333,150.0916667,O,O,GUB,Habitat Protection,3,5,0,0,0,0,0,0,0
TO,M,John Brewer Reef,JOHN BREWER REEF,18075S,2019,27,-18.63333333,147.0583333,O,O,MNPA,Conservation Park,1,1,0,0,0,0,0,0,1
TO,M,John Brewer Reef,JOHN BREWER REEF,18075S,2019,27,-18.63333333,147.0583333,O,O,MNPA,Conservation Park,1,2,0,0,0,1,0,0,5
TO,M,John Brewer Reef,JOHN BREWER REEF,18075S,2019,27,-18.63333333,147.0583333,O,O,MNPA,Conservation Park,1,3,0,0,0,0,0,0,1
TO,M,John Brewer Reef,JOHN BREWER REEF,18075S,2019,27,-18.63333333,147.0583333,O,O,MNPA,Conservation Park,1,4,0,0,0,0,0,0,2
TO,M,John Brewer Reef,JOHN BREWER REEF,18075S,2019,27,-18.63333333,147.0583333,O,O,MNPA,Conservation Park,1,5,0,0,0,0,0,0,0
TO,M,John Brewer Reef,JOHN BREWER REEF,18075S,2019,27,-18.63333333,147.0583333,O,O,MNPA,Conservation Park,2,1,0,1,0,1,0,0,2
TO,M,John Brewer Reef,JOHN BREWER REEF,18075S,2019,27,-18.63333333,147.0583333,O,O,MNPA,Conservation Park,2,2,0,0,0,1,0,0,4
TO,M,John Brewer Reef,JOHN BREWER REEF,18075S,2019,27,-18.63333333,147.0583333,O,O,MNPA,Conservation Park,2,3,0,0,0,0,0,0,0
TO,M,John Brewer Reef,JOHN BREWER REEF,18075S,2019,27,-18.63333333,147.0583333,O,O,MNPA,Conservation Park,2,4,0,0,0,1,0,0,0
TO,M,John Brewer Reef,JOHN BREWER REEF,18075S,2019,27,-18.63333333,147.0583333,O,O,MNPA,Conservation Park,2,5,0,0,0,0,0,0,0
TO,M,John Brewer Reef,JOHN BREWER REEF,18075S,2019,27,-18.63333333,147.0583333,O,O,MNPA,Conservation Park,3,1,0,0,0,0,0,0,1
TO,M,John Brewer Reef,JOHN BREWER REEF,18075S,2019,27,-18.63333333,147.0583333,O,O,MNPA,Conservation Park,3,2,0,0,0,0,0,0,0
TO,M,John Brewer Reef,JOHN BREWER REEF,18075S,2019,27,-18.63333333,147.0583333,O,O,MNPA,Conservation Park,3,3,0,0,0,0,0,0,1
TO,M,John Brewer Reef,JOHN BREWER REEF,18075S,2019,27,-18.63333333,147.0583333,O,O,MNPA,Conservation Park,3,4,0,0,0,0,0,0,2
TO,M,John Brewer Reef,JOHN BREWER REEF,18075S,2019,27,-18.63333333,147.0583333,O,O,MNPA,Conservation Park,3,5,0,0,0,0,0,0,0
CB,O,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2019,27,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,1,1,0,24,0,0,0,0,0
CB,O,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2019,27,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,1,2,0,18,0,3,0,0,0
CB,O,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2019,27,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,1,3,0,14,0,3,0,0,0
CB,O,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2019,27,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,1,4,0,16,0,3,0,0,0
CB,O,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2019,27,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,1,5,0,6,0,1,0,0,1
CB,O,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2019,27,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,2,1,0,1,0,0,0,0,1
CB,O,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2019,27,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,2,2,0,6,2,1,0,0,0
CB,O,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2019,27,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,2,3,0,6,0,1,0,0,0
CB,O,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2019,27,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,2,4,0,2,0,1,0,0,0
CB,O,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2019,27,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,2,5,0,3,0,2,0,0,0
CB,O,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2019,27,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,3,1,0,4,0,1,0,0,1
CB,O,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2019,27,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,3,2,0,0,0,2,0,0,0
CB,O,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2019,27,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,3,3,0,5,0,2,0,0,2
CB,O,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2019,27,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,3,4,0,4,0,1,0,0,0
CB,O,Lady Musgrave Island,LADY MUSGRAVE REEF,23082S,2019,27,-23.90833333,152.4083333,O,O,GUB/MNPB,General Use,3,5,0,4,0,1,0,0,2
CG,O,Lagoon Reef,LAGOON REEF,12061S,2019,27,-12.39166667,143.7416667,O,O,GUB,Habitat Protection,1,1,0,1,0,0,0,0,3
CG,O,Lagoon Reef,LAGOON REEF,12061S,2019,27,-12.39166667,143.7416667,O,O,GUB,Habitat Protection,1,2,0,1,0,0,0,0,0
CG,O,Lagoon Reef,LAGOON REEF,12061S,2019,27,-12.39166667,143.7416667,O,O,GUB,Habitat Protection,1,3,0,0,0,0,0,0,1
CG,O,Lagoon Reef,LAGOON REEF,12061S,2019,27,-12.39166667,143.7416667,O,O,GUB,Habitat Protection,1,4,0+,0,0,0,0,0,1
CG,O,Lagoon Reef,LAGOON REEF,12061S,2019,27,-12.39166667,143.7416667,O,O,GUB,Habitat Protection,1,5,0+,0,0,0,0,0,1
CG,O,Lagoon Reef,LAGOON REEF,12061S,2019,27,-12.39166667,143.7416667,O,O,GUB,Habitat Protection,2,1,0,1,0,0,0,0,0
CG,O,Lagoon Reef,LAGOON REEF,12061S,2019,27,-12.39166667,143.7416667,O,O,GUB,Habitat Protection,2,2,0,0,0,0,0,0,0
CG,O,Lagoon Reef,LAGOON REEF,12061S,2019,27,-12.39166667,143.7416667,O,O,GUB,Habitat Protection,2,3,0,0,0,0,0,0,1
CG,O,Lagoon Reef,LAGOON REEF,12061S,2019,27,-12.39166667,143.7416667,O,O,GUB,Habitat Protection,2,4,0+,0,0,0,0,0,1
CG,O,Lagoon Reef,LAGOON REEF,12061S,2019,27,-12.39166667,143.7416667,O,O,GUB,Habitat Protection,2,5,0+,0,0,0,0,0,0
CG,O,Lagoon Reef,LAGOON REEF,12061S,2019,27,-12.39166667,143.7416667,O,O,GUB,Habitat Protection,3,1,0,1,0,1,0,0,15
CG,O,Lagoon Reef,LAGOON REEF,12061S,2019,27,-12.39166667,143.7416667,O,O,GUB,Habitat Protection,3,2,0,1,0,0,0,0,0
CG,O,Lagoon Reef,LAGOON REEF,12061S,2019,27,-12.39166667,143.7416667,O,O,GUB,Habitat Protection,3,3,0,0,0,0,0,0,0
CG,O,Lagoon Reef,LAGOON REEF,12061S,2019,27,-12.39166667,143.7416667,O,O,GUB,Habitat Protection,3,4,0+,1,0,0,0,0,0
CG,O,Lagoon Reef,LAGOON REEF,12061S,2019,27,-12.39166667,143.7416667,O,O,GUB,Habitat Protection,3,5,0+,0,0,0,0,0,0
WH,I,Langford and Bird Isles,LANGFORD-BIRD REEF,20019S,2019,27,-20.09166667,148.875,O,C,MNPA,Marine National Park,1,1,0,0,0,0,0,0,1
WH,I,Langford and Bird Isles,LANGFORD-BIRD REEF,20019S,2019,27,-20.09166667,148.875,O,C,MNPA,Marine National Park,1,2,0+,0,0,0,0,0,0
WH,I,Langford and Bird Isles,LANGFORD-BIRD REEF,20019S,2019,27,-20.09166667,148.875,O,C,MNPA,Marine National Park,1,3,0,0,0,0,0,0,0
WH,I,Langford and Bird Isles,LANGFORD-BIRD REEF,20019S,2019,27,-20.09166667,148.875,O,C,MNPA,Marine National Park,1,4,0,0,0,0,0,0,0
WH,I,Langford and Bird Isles,LANGFORD-BIRD REEF,20019S,2019,27,-20.09166667,148.875,O,C,MNPA,Marine National Park,1,5,0,0,0,0,0,0,0
WH,I,Langford and Bird Isles,LANGFORD-BIRD REEF,20019S,2019,27,-20.09166667,148.875,O,C,MNPA,Marine National Park,2,1,0+,0,0,0,0,0,0
WH,I,Langford and Bird Isles,LANGFORD-BIRD REEF,20019S,2019,27,-20.09166667,148.875,O,C,MNPA,Marine National Park,2,2,0,0,0,0,0,0,0
WH,I,Langford and Bird Isles,LANGFORD-BIRD REEF,20019S,2019,27,-20.09166667,148.875,O,C,MNPA,Marine National Park,2,3,0,0,0,0,0,0,0
WH,I,Langford and Bird Isles,LANGFORD-BIRD REEF,20019S,2019,27,-20.09166667,148.875,O,C,MNPA,Marine National Park,2,4,0+,0,0,0,0,0,0
